Id,Scientific name,Interaction Type,Family ,Genus ,Specific epithet ,Plant,Scientific name authorship,Vernacular name,English vernacular name,Pollinators ref
302,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
303,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
304,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
305,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
306,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"YAMAMOTO, M.; SILVA, C.I.; AUGUSTO, S.C.; BARBOSA, A.A.A.; OLIVEIRA, P.E. 2012. The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil. Apidologie  43:515–526."
307,Centris longimana,Pollinates,Malpighiaceae,Byrsonima,chrysophylla,Byrsonima chrysophylla,Kunth,murici pitanga,cherry murici,"Ribeiro, E.K.M., Rêgo, M.M.C., Machado, I.C.S., 2008. Cargas polínicas de abelhas polinizadoras de Byrsonima chrysophylla Kunth. (Malpighiaceae): fidelidade e fontes alternativas de recursos florais. Acta Botânica Brasilica 22, 165–171."
308,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Augusto, S.C.; Barbosa, A.A.A.; Silva, C.I.;Yamamoto, M.; Carvalho, A.P.G.O.; Oliveira, P.E. 2005. Plano de manejo sustentável de Xylocopa spp. (Apidae, Xylocopini), polinização e produção do maracujá-amarelo (Passiflora edulis f. flavicarpa) no Triângulo Mineiro. PROBIO/UFU."
309,Centris longimana,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Yamamoto, M. ; Chaves-Alves, T.M. ; Freitas, R.F. ; Santos, C.T. ; Freitas, G.R.O. ; Grande, H. ; Júnior, J.Z. ; Tavares, M.R. ; Bordon, N.G. ; Filho, N.A.S ; Molina, R.A.S. . Estimativa populacional dos polinizadores de Passiflora edulis f. flavicarpa em uma área de produção do Triângulo Mineiro. In: VIII Congresso de Ecologia do Brasil, 2007, Caxambu. Anais do VIII Congresso de Ecologia do Brasil, 2007."
310,Centris lutea,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
311,Centris lutea,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"SAZIMA, I. ; SAZIMA, M. . Mamangavas e irapuás (Apoidea): visitas, interações e consequências para polinização do maracujá (Passifloraceae). Revista Brasileira de Entomologia, v. 33, n.1, p. 109-118, 1989. "
312,Centris lutea,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Varassin I. G. & Silva A. G. 1999. A melitofilia em Passiflora alata Dryander (Passifloraceae), em vegetação de restinga. Rodriguésia 50(76/77): 5-17."
313,Centris lutea,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
314,Centris lutea,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
315,Centris lutea,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"YAMAMOTO, M.; SILVA, C.I.; AUGUSTO, S.C.; BARBOSA, A.A.A.; OLIVEIRA, P.E. 2012. The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil. Apidologie  43:515–526."
316,Centris maranhensis,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Siqueira KMM, Martins, CF, Kiill LHP, Silva LT. 2011. Estudo comparativo da polinização em variedade de aceroleira (Malpighia emarginata DC, Malpighiaceae). Revista Caatinga 24: 18-25."
317,Centris nitens,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Schlindwein, C., Martins, C.F.; Zanella, F.C.V; Alves, M.V.; Carvalho, A.T.; Darrault, R.O.; Duarte Jr., L.A.; Oliveira, M.D.; Ferreira, A.G.; Guedes, R.S.; Ferreira, R.P.; Pinto, C.E.; Silveira, M.S.; Vital, M.T.A.B. 2006. Diagnóstico E Manejo Dos Polinizadores De Mangabeira E Aceroleira. Encontro sobre abelhas. Ribeirão Preto"
318,Centris nitens,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Vilhena, A.M.G.F., Augusto, S.C. (2007) Polinizadores da aceroleira Malpighia emarginata DC (Malpighiaceae) em área de cerrado no Triângulo Mineiro. Biosci. J. 23, 14–23."
319,Centris nitens,Pollinates,Solanaceae,Lycopersicon,esculentum,Lycopersicon esculentum,Mill.,tomate,tomato,"Campos, M.J. 2008. Landscape management and pollinator richness in tomato (Lycopersicon esculentum Mill., SOLANACEAE) crops in Southeastern Brazil. In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 26-29."
320,Centris obsoleta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Schlindwein, C., Martins, C.F.; Zanella, F.C.V; Alves, M.V.; Carvalho, A.T.; Darrault, R.O.; Duarte Jr., L.A.; Oliveira, M.D.; Ferreira, A.G.; Guedes, R.S.; Ferreira, R.P.; Pinto, C.E.; Silveira, M.S.; Vital, M.T.A.B. 2006. Diagnóstico E Manejo Dos Polinizadores De Mangabeira E Aceroleira. Encontro sobre abelhas. Ribeirão Preto"
321,Centris obsoleta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Siqueira KMM, Martins, CF, Kiill LHP, Silva LT. 2011. Estudo comparativo da polinização em variedade de aceroleira (Malpighia emarginata DC, Malpighiaceae). Revista Caatinga 24: 18-25."
322,Centris obsoleta,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
323,Centris obsoleta,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa, A.J.C.; Guimarães-Dias, F.; Pérez-Maluf, R. Abelhas (Hymenoptera: Apoidea) visitantes das flores de urucum em Vitória da Conquista, BA. Cienc. Rural vol.38 no.2 pp. 534-537 Santa Maria Mar./Apr. 2008"
324,Centris rhodoprocta,Pollinates,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,(L.) Kunth,murici,murici,"Rego, M.M.C., Albuquerque, P.M.C., Ramos, M.C., Carreira, L.M., 2006. Aspectos da biologia de nidificacão de Centris flavifrons (Friese) (Hymenoptera: Apidae, Centridini), um dos principais polinizadores do murici (Byrsonima crassifolia L. Kunth, Malpighiaceae) no Maranhão. Neotr. Ent. 35, 579–587."
325,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC,acerola,acerola,"Schlindwein, C. 2008. Assessment and management of the pollinators of mangaba (Hancornia speciosa Gomez , Apocynaceae) and West Indian Cherry (Malpighia emarginata DC, Malpighiaceae) in Northeastern Brazil. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 18-21."
326,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,Magalhães CB. 2012. Introdução da abelhas coletora de óleo Centris (Heterocentris) analis para a polinização e aumento de produtividade de cultivos comerciais de acerola (Malpighia emarginata D.C.). Tese de Mestrado. Universidade Federal do Ceará
327,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Magalhães, C.B.; Freitas, B.M. 2012. Using the Oil-collecting Bee Centris (Heterocentris) analis (Hymenoptera: Apidae: Centridini) for Pollination of Acerola (Malpighia emarginata DC) Increases Yield. Encontro sobre abelhas. Ribeirão Preto. p. 64."
328,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Ritzinger R, Vieira Silva LC, Vidal Alves MG. 2004.  Polinização da Aceroleira. Embrapa mandioca e fruticultura. Acerola em Foco."
329,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Schlindwein, C., Martins, C.F.; Zanella, F.C.V; Alves, M.V.; Carvalho, A.T.; Darrault, R.O.; Duarte Jr., L.A.; Oliveira, M.D.; Ferreira, A.G.; Guedes, R.S.; Ferreira, R.P.; Pinto, C.E.; Silveira, M.S.; Vital, M.T.A.B. 2006. Diagnóstico E Manejo Dos Polinizadores De Mangabeira E Aceroleira. Encontro sobre abelhas. Ribeirão Preto"
330,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Schlindwein, C., Martins, C.F.; Zanella, F.C.V; Alves, M.V.; Carvalho, A.T.; Darrault, R.O.; Duarte Jr., L.A.; Oliveira, M.D.; Ferreira, A.G.; Guedes, R.S.; Ferreira, R.P.; Pinto, C.E.; Silveira, M.S.; Vital, M.T.A.B. 2006. Diagnóstico E Manejo Dos Polinizadores De Mangabeira E Aceroleira. Encontro sobre abelhas. Ribeirão Preto"
331,Centris rhodoprocta,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Vilhena, A.M.G.F., Augusto, S.C. (2007) Polinizadores da aceroleira Malpighia emarginata DC (Malpighiaceae) em área de cerrado no Triângulo Mineiro. Biosci. J. 23, 14–23."
332,Centris rhodoprocta,Pollinates,Malpighiaceae,Byrsonima,chrysophylla,Byrsonima chrysophylla,Kunth,murici pitanga,cherry murici,"Ribeiro, E.K.M., Rêgo, M.M.C., Machado, I.C.S., 2008. Cargas polínicas de abelhas polinizadoras de Byrsonima chrysophylla Kunth. (Malpighiaceae): fidelidade e fontes alternativas de recursos florais. Acta Botânica Brasilica 22, 165–171."
333,Centris rhodoprocta,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"BOTI, J.B. 2001. POLINIZAÇÃO ENTOMÓFILA DA GOIABEIRA (Psidium guajava L., Myrtaceae): INFLUÊNCIA DA DISTÂNCIA DE FRAGMENTOS FLORESTAIS EM SANTA TERESA, ESPÍRITO SANTO. Tese de doutorado. Universidade Federal de Viçosa. 70pp."
334,Centris scopipes,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
335,Centris scopipes,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Vilhena, A.M.G.F., Augusto, S.C. (2007) Polinizadores da aceroleira Malpighia emarginata DC (Malpighiaceae) em área de cerrado no Triângulo Mineiro. Biosci. J. 23, 14–23."
336,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
337,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
338,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
339,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
340,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
341,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"YAMAMOTO, M.; SILVA, C.I.; AUGUSTO, S.C.; BARBOSA, A.A.A.; OLIVEIRA, P.E. 2012. The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil. Apidologie  43:515–526."
342,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Augusto, S.C.; Barbosa, A.A.A.; Silva, C.I.;Yamamoto, M.; Carvalho, A.P.G.O.; Oliveira, P.E. 2005. Plano de manejo sustentável de Xylocopa spp. (Apidae, Xylocopini), polinização e produção do maracujá-amarelo (Passiflora edulis f. flavicarpa) no Triângulo Mineiro. PROBIO/UFU."
343,Centris scopipes,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Yamamoto, M. ; Chaves-Alves, T.M. ; Freitas, R.F. ; Santos, C.T. ; Freitas, G.R.O. ; Grande, H. ; Júnior, J.Z. ; Tavares, M.R. ; Bordon, N.G. ; Filho, N.A.S ; Molina, R.A.S. . Estimativa populacional dos polinizadores de Passiflora edulis f. flavicarpa em uma área de produção do Triângulo Mineiro. In: VIII Congresso de Ecologia do Brasil, 2007, Caxambu. Anais do VIII Congresso de Ecologia do Brasil, 2007."
344,Centris similis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués M. 2002. Reproductive phenology and pollinatios of the brazil nut tree (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) in Eastern Amazonia. In: Kevan P & Imperatriz Fonseca VL (eds)- Pollinating Bees- The Conservation Link Between Agriculture and Nature- Ministry of Environment/ Brasilia, p.245-254."
345,Centris similis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
346,Centris similis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
347,Centris similis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
348,Centris similis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Mello, G.A.R.; Varassin, I.G.; Vieira, A.O.S.; Menezes JR, A.O.; Löwenberg-Neto, P.; Bressan, D.F.; Elbl, P.M.; Moreira, P.A.; Oliveira, P.C.; Zanon, M.M.F.;  Androcioli, H.G.; Ximenes, D.S.M.; Cervigne, N.S.; Prado, J. & Ide, A.K. 2006. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
349,Centris similis,Pollinates,Solanaceae,Lycopersicon,esculentum,Lycopersicon esculentum,Mill.,tomate,tomato,"Campos, M.J. 2008. Landscape management and pollinator richness in tomato (Lycopersicon esculentum Mill., SOLANACEAE) crops in Southeastern Brazil. In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 26-29."
